Source,Target,Weight
hallucination,independent film,37
hallucination,infidelity,13
hallucination,investigation,24
hallucination,jealousy,22
hallucination,kidnapping,28
hallucination,kiss,44
hallucination,knife,49
hallucination,knocked unconscious,21
hallucination,letter,26
hallucination,lie,15
hallucination,london england,19
hallucination,looking at oneself in a mirror,35
hallucination,love,23
hallucination,machine gun,13
hallucination,male female relationship,20
hallucination,male frontal nudity,13
hallucination,male nudity,29
hallucination,male protagonist,13
hallucination,male pubic hair,14
hallucination,male rear nudity,16
hallucination,man wears eyeglasses,27
hallucination,marriage,18
hallucination,memory,29
hallucination,mirror,31
hallucination,money,29
hallucination,montage,25
hallucination,mother daughter relationship,35
hallucination,mother son relationship,41
hallucination,motorcycle,12
hallucination,murder,76
hallucination,nightclub,13
hallucination,nightmare,43
hallucination,no opening credits,24
hallucination,nudity,31
hallucination,nurse,20
hallucination,old man,22
hallucination,one word title,39
hallucination,paranoia,33
hallucination,paris france,10
hallucination,party,23
hallucination,photograph,42
hallucination,photographer,17
hallucination,pistol,22
hallucination,police,23
hallucination,police officer,23
hallucination,pregnancy,21
hallucination,priest,12
hallucination,prison,17
hallucination,prologue,21
hallucination,prostitute,17
hallucination,psychopath,18
hallucination,psychotronic film,42
hallucination,pubic hair,16
hallucination,punched in the face,27
hallucination,race against time,16
hallucination,rain,31
hallucination,rape,12
hallucination,rescue,36
hallucination,restaurant,18
hallucination,revenge,37
hallucination,rifle,16
hallucination,secret,19
hallucination,sequel,11
hallucination,sex,28
hallucination,sex scene,29
hallucination,shooting,15
hallucination,shootout,12
hallucination,shot in the back,15
hallucination,shot in the chest,22
hallucination,shot in the head,23
hallucination,shot to death,31
hallucination,shotgun,14
hallucination,shower,14
hallucination,singer,27
hallucination,singing,31
hallucination,slapped in the face,23
hallucination,slow motion scene,50
hallucination,snow,22
hallucination,soldier,18
hallucination,song,18
hallucination,stabbed to death,27
hallucination,stabbing,24
hallucination,strangulation,18
hallucination,subjective camera,38
hallucination,suicide,27
hallucination,supernatural power,32
hallucination,surprise ending,42
hallucination,surrealism,29
hallucination,survival,23
hallucination,suspense,27
hallucination,tattoo,18
hallucination,taxi,21
hallucination,teenage boy,14
hallucination,teenage girl,18
hallucination,telephone call,38
hallucination,theft,13
hallucination,title spoken by character,40
hallucination,torture,28
hallucination,train,21
hallucination,two word title,8
hallucination,underwater scene,27
hallucination,undressing,16
hallucination,violence,65
hallucination,voice over narration,31
hallucination,vomiting,28
hallucination,watching tv,25
hallucination,woods,22
hallucination,written by director,13
hallucination,young,8
held at gunpoint,helicopter,50
held at gunpoint,horse,21
held at gunpoint,hospital,51
held at gunpoint,hostage,87
held at gunpoint,hotel,51
held at gunpoint,husband wife relationship,58
held at gunpoint,independent film,78
held at gunpoint,infidelity,11
held at gunpoint,investigation,37
held at gunpoint,jealousy,14
held at gunpoint,kidnapping,92
held at gunpoint,kiss,42
held at gunpoint,knife,96
held at gunpoint,knocked unconscious,74
held at gunpoint,letter,16
held at gunpoint,lie,12
held at gunpoint,london england,41
held at gunpoint,looking at oneself in a mirror,38
held at gunpoint,love,22
held at gunpoint,machine gun,94
held at gunpoint,male female relationship,11
held at gunpoint,male frontal nudity,5
held at gunpoint,male nudity,23
held at gunpoint,male protagonist,23
held at gunpoint,male pubic hair,7
held at gunpoint,male rear nudity,22
held at gunpoint,man wears eyeglasses,25
held at gunpoint,marriage,10
held at gunpoint,memory,11
held at gunpoint,mirror,15
held at gunpoint,money,43
held at gunpoint,montage,58
held at gunpoint,mother daughter relationship,28
held at gunpoint,mother son relationship,34
held at gunpoint,motorcycle,38
held at gunpoint,murder,160
held at gunpoint,nightclub,29
held at gunpoint,nightmare,24
held at gunpoint,no opening credits,49
held at gunpoint,nudity,24
held at gunpoint,nurse,20
held at gunpoint,old man,19
held at gunpoint,one word title,43
held at gunpoint,paranoia,61
held at gunpoint,paris france,24
held at gunpoint,party,23
held at gunpoint,photograph,68
held at gunpoint,photographer,11
held at gunpoint,pistol,144
held at gunpoint,police,60
held at gunpoint,police officer,60
held at gunpoint,pregnancy,16
held at gunpoint,priest,18
held at gunpoint,prison,20
held at gunpoint,prologue,24
held at gunpoint,prostitute,21
held at gunpoint,psychopath,32
held at gunpoint,psychotronic film,46
held at gunpoint,pubic hair,12
held at gunpoint,punched in the face,93
held at gunpoint,race against time,77
held at gunpoint,rain,37
held at gunpoint,rape,17
held at gunpoint,rescue,87
held at gunpoint,restaurant,40
held at gunpoint,revenge,83
held at gunpoint,rifle,51
held at gunpoint,secret,16
held at gunpoint,sequel,29
held at gunpoint,sex,25
held at gunpoint,sex scene,30
held at gunpoint,shooting,27
held at gunpoint,shootout,99
held at gunpoint,shot in the back,90
held at gunpoint,shot in the chest,121
held at gunpoint,shot in the head,99
held at gunpoint,shot to death,138
held at gunpoint,shotgun,59
held at gunpoint,shower,33
held at gunpoint,singer,15
held at gunpoint,singing,15
held at gunpoint,slapped in the face,41
held at gunpoint,slow motion scene,79
held at gunpoint,snow,37
held at gunpoint,soldier,44
held at gunpoint,song,7
held at gunpoint,stabbed to death,41
held at gunpoint,stabbing,24
held at gunpoint,strangulation,44
held at gunpoint,subjective camera,40
held at gunpoint,suicide,31
held at gunpoint,supernatural power,21
held at gunpoint,surprise ending,121
held at gunpoint,surrealism,15
held at gunpoint,survival,48
held at gunpoint,suspense,69
held at gunpoint,tattoo,47
held at gunpoint,taxi,35
held at gunpoint,teenage boy,18
held at gunpoint,teenage girl,17
held at gunpoint,telephone call,47
held at gunpoint,theft,25
held at gunpoint,title spoken by character,63
held at gunpoint,torture,54
held at gunpoint,train,41
held at gunpoint,two word title,26
held at gunpoint,underwater scene,41
held at gunpoint,undressing,10
held at gunpoint,violence,129
held at gunpoint,voice over narration,28
held at gunpoint,vomiting,31
held at gunpoint,watching tv,34
held at gunpoint,woods,28
held at gunpoint,written by director,29
held at gunpoint,young,12
helicopter,horse,13
helicopter,hospital,39
helicopter,hostage,46
helicopter,hotel,33
helicopter,husband wife relationship,41
helicopter,independent film,42
helicopter,infidelity,7
helicopter,investigation,28
helicopter,jealousy,10
helicopter,kidnapping,49
helicopter,kiss,32
helicopter,knife,56
helicopter,knocked unconscious,36
helicopter,letter,10
helicopter,lie,8
helicopter,london england,33
helicopter,looking at oneself in a mirror,11
helicopter,love,15
helicopter,machine gun,57
helicopter,male female relationship,8
helicopter,male frontal nudity,10
helicopter,male nudity,25
helicopter,male protagonist,17
helicopter,male pubic hair,8
helicopter,male rear nudity,20
helicopter,man wears eyeglasses,12
helicopter,marriage,8
helicopter,memory,14
helicopter,mirror,12
helicopter,money,19
helicopter,montage,29
helicopter,mother daughter relationship,15
helicopter,mother son relationship,20
helicopter,motorcycle,32
helicopter,murder,87
helicopter,nightclub,17
helicopter,nightmare,12
helicopter,no opening credits,30
helicopter,nudity,28
helicopter,nurse,16
helicopter,old man,10
helicopter,one word title,28
helicopter,paranoia,31
helicopter,paris france,9
helicopter,party,27
helicopter,photograph,51
helicopter,photographer,10
helicopter,pistol,70
helicopter,police,40
helicopter,police officer,33
helicopter,pregnancy,14
helicopter,priest,7
helicopter,prison,17
helicopter,prologue,14
helicopter,prostitute,7
helicopter,psychopath,18
helicopter,psychotronic film,48
helicopter,pubic hair,15
helicopter,punched in the face,50
helicopter,race against time,48
helicopter,rain,28
helicopter,rape,10
helicopter,rescue,62
helicopter,restaurant,25
helicopter,revenge,40
helicopter,rifle,22
helicopter,secret,8
helicopter,sequel,29
helicopter,sex,17
helicopter,sex scene,23
helicopter,shooting,20
helicopter,shootout,57
helicopter,shot in the back,46
helicopter,shot in the chest,64
helicopter,shot in the head,52
helicopter,shot to death,65
helicopter,shotgun,43
helicopter,shower,20
helicopter,singer,12
helicopter,singing,18
helicopter,slapped in the face,13
helicopter,slow motion scene,49
helicopter,snow,34
helicopter,soldier,34
helicopter,song,6
helicopter,stabbed to death,16
helicopter,stabbing,13
helicopter,strangulation,16
helicopter,subjective camera,26
helicopter,suicide,23
helicopter,supernatural power,15
helicopter,surprise ending,61
helicopter,surrealism,9
helicopter,survival,40
helicopter,suspense,36
helicopter,tattoo,26
helicopter,taxi,18
helicopter,teenage boy,11
helicopter,teenage girl,8
helicopter,telephone call,26
helicopter,theft,14
helicopter,title spoken by character,40
helicopter,torture,35
helicopter,train,29
helicopter,two word title,23
helicopter,underwater scene,35
helicopter,undressing,7
helicopter,violence,83
helicopter,voice over narration,22
helicopter,vomiting,22
helicopter,watching tv,33
helicopter,woods,16
helicopter,written by director,16
helicopter,young,9
horse,hospital,25
horse,hostage,21
horse,hotel,17
horse,husband wife relationship,75
horse,independent film,36
horse,infidelity,17
horse,investigation,16
horse,jealousy,26
horse,kidnapping,24
horse,kiss,65
horse,knife,48
horse,knocked unconscious,15
horse,letter,38
horse,lie,29
horse,london england,30
horse,looking at oneself in a mirror,32
horse,love,33
horse,machine gun,18
horse,male female relationship,31
horse,male frontal nudity,18
horse,male nudity,39
horse,male protagonist,22
horse,male pubic hair,15
horse,male rear nudity,23
horse,man wears eyeglasses,21
horse,marriage,39
horse,memory,11
horse,mirror,32
horse,money,35
horse,montage,22
horse,mother daughter relationship,43
horse,mother son relationship,54
horse,motorcycle,18
horse,murder,85
horse,nightclub,9
horse,nightmare,17
horse,no opening credits,30
horse,nudity,42
horse,nurse,16
horse,old man,27
horse,one word title,32
horse,paranoia,21
horse,paris france,14
horse,party,38
horse,photograph,53
horse,photographer,22
horse,pistol,37
horse,police,21
horse,police officer,30
horse,pregnancy,27
horse,priest,27
horse,prison,19
horse,prologue,31
horse,prostitute,23
horse,psychopath,9
horse,psychotronic film,37
horse,pubic hair,19
horse,punched in the face,34
horse,race against time,14
horse,rain,45
horse,rape,24
horse,rescue,39
horse,restaurant,19
horse,revenge,51
horse,rifle,44
horse,secret,16
horse,sequel,14
horse,sex,29
horse,sex scene,39
horse,shooting,30
horse,shootout,29
horse,shot in the back,29
horse,shot in the chest,29
horse,shot in the head,27
horse,shot to death,37
horse,shotgun,21
horse,shower,11
horse,singer,42
horse,singing,53
horse,slapped in the face,37
horse,slow motion scene,39
horse,snow,36
horse,soldier,33
horse,song,32
horse,stabbed to death,19
horse,stabbing,22
horse,strangulation,16
horse,subjective camera,27
horse,suicide,30
horse,supernatural power,14
horse,surprise ending,28
horse,surrealism,32
horse,survival,13
horse,suspense,14
horse,tattoo,12
horse,taxi,14
horse,teenage boy,14
horse,teenage girl,28
horse,telephone call,27
horse,theft,26
horse,title spoken by character,51
horse,torture,34
horse,train,38
horse,two word title,18
horse,underwater scene,21
horse,undressing,27
horse,violence,68
horse,voice over narration,35
horse,vomiting,29
horse,watching tv,17
horse,woods,29
horse,written by director,12
horse,young,9
hospital,hostage,40
hospital,hotel,57
hospital,husband wife relationship,127
hospital,independent film,71
hospital,infidelity,30
hospital,investigation,47
hospital,jealousy,39
hospital,kidnapping,53
hospital,kiss,89
hospital,knife,69
hospital,knocked unconscious,39
hospital,letter,35
hospital,lie,39
hospital,london england,52
hospital,looking at oneself in a mirror,58
hospital,love,54
hospital,machine gun,46
hospital,male female relationship,32
hospital,male frontal nudity,23
hospital,male nudity,69
hospital,male protagonist,16
hospital,male pubic hair,28
hospital,male rear nudity,34
hospital,man wears eyeglasses,32
hospital,marriage,43
hospital,memory,39
hospital,mirror,49
hospital,money,50
hospital,montage,43
hospital,mother daughter relationship,75
hospital,mother son relationship,81
hospital,motorcycle,38
hospital,murder,142
hospital,nightclub,38
hospital,nightmare,35
hospital,no opening credits,37
hospital,nudity,70
hospital,nurse,85
hospital,old man,37
hospital,one word title,61
hospital,paranoia,47
hospital,paris france,26
hospital,party,45
hospital,photograph,98
hospital,photographer,33
hospital,pistol,62
hospital,police,81
hospital,police officer,60
hospital,pregnancy,39
hospital,priest,31
hospital,prison,27
hospital,prologue,33
hospital,prostitute,29
hospital,psychopath,36
hospital,psychotronic film,53
hospital,pubic hair,37
hospital,punched in the face,63
hospital,race against time,40
hospital,rain,54
hospital,rape,29
hospital,rescue,38
hospital,restaurant,68
hospital,revenge,68
hospital,rifle,36
hospital,secret,32
hospital,sequel,19
hospital,sex,54
hospital,sex scene,56
hospital,shooting,39
hospital,shootout,51
hospital,shot in the back,43
hospital,shot in the chest,53
hospital,shot in the head,58
hospital,shot to death,70
hospital,shotgun,31
hospital,shower,44
hospital,singer,49
hospital,singing,60
hospital,slapped in the face,43
hospital,slow motion scene,68
hospital,snow,39
hospital,soldier,32
hospital,song,43
hospital,stabbed to death,33
hospital,stabbing,27
hospital,strangulation,25
hospital,subjective camera,53
hospital,suicide,59
hospital,supernatural power,27
hospital,surprise ending,71
hospital,surrealism,27
hospital,survival,32
hospital,suspense,43
hospital,tattoo,34
hospital,taxi,42
