Source,Target,Weight
flashback,sex,85
flashback,sex scene,101
flashback,shooting,83
flashback,shootout,88
flashback,shot in the back,89
flashback,shot in the chest,109
flashback,shot in the head,102
flashback,shot to death,129
flashback,shotgun,64
flashback,shower,53
flashback,singer,79
flashback,singing,88
flashback,slapped in the face,72
flashback,slow motion scene,155
flashback,snow,86
flashback,soldier,58
flashback,song,61
flashback,stabbed to death,71
flashback,stabbing,70
flashback,strangulation,69
flashback,subjective camera,104
flashback,suicide,106
flashback,supernatural power,52
flashback,surprise ending,136
flashback,surrealism,67
flashback,survival,62
flashback,suspense,77
flashback,tattoo,72
flashback,taxi,54
flashback,teenage boy,47
flashback,teenage girl,55
flashback,telephone call,130
flashback,theft,63
flashback,title spoken by character,127
flashback,torture,90
flashback,train,90
flashback,two word title,57
flashback,underwater scene,72
flashback,undressing,64
flashback,violence,210
flashback,voice over narration,124
flashback,vomiting,85
flashback,watching tv,88
flashback,woods,63
flashback,written by director,52
flashback,young,36
flashlight,food,23
flashlight,foot chase,34
flashlight,forest,32
flashlight,france,6
flashlight,friend,25
flashlight,friendship,33
flashlight,funeral,9
flashlight,girl,20
flashlight,gore,42
flashlight,gun,57
flashlight,hallucination,26
flashlight,held at gunpoint,37
flashlight,helicopter,24
flashlight,horse,19
flashlight,hospital,36
flashlight,hostage,34
flashlight,hotel,17
flashlight,husband wife relationship,61
flashlight,independent film,39
flashlight,infidelity,13
flashlight,investigation,46
flashlight,jealousy,18
flashlight,kidnapping,44
flashlight,kiss,47
flashlight,knife,63
flashlight,knocked unconscious,32
flashlight,letter,18
flashlight,lie,24
flashlight,london england,32
flashlight,looking at oneself in a mirror,44
flashlight,love,24
flashlight,machine gun,30
flashlight,male female relationship,13
flashlight,male frontal nudity,8
flashlight,male nudity,26
flashlight,male protagonist,15
flashlight,male pubic hair,8
flashlight,male rear nudity,13
flashlight,man wears eyeglasses,26
flashlight,marriage,11
flashlight,memory,19
flashlight,mirror,28
flashlight,money,27
flashlight,montage,32
flashlight,mother daughter relationship,34
flashlight,mother son relationship,46
flashlight,motorcycle,21
flashlight,murder,87
flashlight,nightclub,15
flashlight,nightmare,26
flashlight,no opening credits,34
flashlight,nudity,25
flashlight,nurse,15
flashlight,old man,16
flashlight,one word title,22
flashlight,paranoia,39
flashlight,paris france,9
flashlight,party,18
flashlight,photograph,75
flashlight,photographer,24
flashlight,pistol,48
flashlight,police,39
flashlight,police officer,39
flashlight,pregnancy,17
flashlight,priest,8
flashlight,prison,10
flashlight,prologue,30
flashlight,prostitute,9
flashlight,psychopath,31
flashlight,psychotronic film,46
flashlight,pubic hair,11
flashlight,punched in the face,40
flashlight,race against time,27
flashlight,rain,44
flashlight,rape,17
flashlight,rescue,37
flashlight,restaurant,30
flashlight,revenge,33
flashlight,rifle,38
flashlight,secret,17
flashlight,sequel,14
flashlight,sex,22
flashlight,sex scene,15
flashlight,shooting,37
flashlight,shootout,23
flashlight,shot in the back,31
flashlight,shot in the chest,38
flashlight,shot in the head,36
flashlight,shot to death,51
flashlight,shotgun,29
flashlight,shower,23
flashlight,singer,25
flashlight,singing,24
flashlight,slapped in the face,32
flashlight,slow motion scene,52
flashlight,snow,22
flashlight,soldier,20
flashlight,song,22
flashlight,stabbed to death,30
flashlight,stabbing,34
flashlight,strangulation,30
flashlight,subjective camera,44
flashlight,suicide,23
flashlight,supernatural power,26
flashlight,surprise ending,60
flashlight,surrealism,22
flashlight,survival,32
flashlight,suspense,43
flashlight,tattoo,29
flashlight,taxi,27
flashlight,teenage boy,18
flashlight,teenage girl,24
flashlight,telephone call,60
flashlight,theft,15
flashlight,title spoken by character,40
flashlight,torture,29
flashlight,train,26
flashlight,two word title,25
flashlight,underwater scene,29
flashlight,undressing,12
flashlight,violence,74
flashlight,voice over narration,34
flashlight,vomiting,27
flashlight,watching tv,34
flashlight,woods,25
flashlight,written by director,27
flashlight,young,5
food,foot chase,7
food,forest,23
food,france,16
food,friend,56
food,friendship,56
food,funeral,16
food,girl,35
food,gore,22
food,gun,45
food,hallucination,21
food,held at gunpoint,12
food,helicopter,11
food,horse,27
food,hospital,42
food,hostage,21
food,hotel,29
food,husband wife relationship,98
food,independent film,24
food,infidelity,26
food,investigation,15
food,jealousy,33
food,kidnapping,30
food,kiss,84
food,knife,35
food,knocked unconscious,8
food,letter,37
food,lie,47
food,london england,29
food,looking at oneself in a mirror,40
food,love,62
food,machine gun,18
food,male female relationship,40
food,male frontal nudity,20
food,male nudity,47
food,male protagonist,16
food,male pubic hair,18
food,male rear nudity,25
food,man wears eyeglasses,28
food,marriage,44
food,memory,30
food,mirror,52
food,money,53
food,montage,37
food,mother daughter relationship,55
food,mother son relationship,73
food,motorcycle,20
food,murder,63
food,nightclub,15
food,nightmare,17
food,no opening credits,24
food,nudity,51
food,nurse,22
food,old man,31
food,one word title,35
food,paranoia,33
food,paris france,14
food,party,31
food,photograph,74
food,photographer,29
food,pistol,25
food,police,35
food,police officer,21
food,pregnancy,29
food,priest,16
food,prison,18
food,prologue,41
food,prostitute,20
food,psychopath,10
food,psychotronic film,12
food,pubic hair,22
food,punched in the face,23
food,race against time,12
food,rain,68
food,rape,17
food,rescue,23
food,restaurant,48
food,revenge,28
food,rifle,37
food,secret,26
food,sequel,1
food,sex,53
food,sex scene,32
food,shooting,35
food,shootout,13
food,shot in the back,22
food,shot in the chest,21
food,shot in the head,19
food,shot to death,33
food,shotgun,13
food,shower,16
food,singer,58
food,singing,63
food,slapped in the face,30
food,slow motion scene,46
food,snow,33
food,soldier,20
food,song,54
food,stabbed to death,9
food,stabbing,20
food,strangulation,16
food,subjective camera,40
food,suicide,30
food,supernatural power,9
food,surprise ending,20
food,surrealism,26
food,survival,20
food,suspense,20
food,tattoo,12
food,taxi,25
food,teenage boy,26
food,teenage girl,14
food,telephone call,68
food,theft,24
food,title spoken by character,42
food,torture,23
food,train,40
food,two word title,13
food,underwater scene,22
food,undressing,29
food,violence,62
food,voice over narration,46
food,vomiting,41
food,watching tv,33
food,woods,15
food,written by director,22
food,young,15
foot chase,forest,25
foot chase,france,21
foot chase,friend,16
foot chase,friendship,36
foot chase,funeral,17
foot chase,girl,11
foot chase,gore,39
foot chase,gun,53
foot chase,hallucination,17
foot chase,held at gunpoint,65
foot chase,helicopter,41
foot chase,horse,8
foot chase,hospital,37
foot chase,hostage,55
foot chase,hotel,38
foot chase,husband wife relationship,36
foot chase,independent film,50
foot chase,infidelity,4
foot chase,investigation,37
foot chase,jealousy,14
foot chase,kidnapping,57
foot chase,kiss,34
foot chase,knife,62
foot chase,knocked unconscious,53
foot chase,letter,13
foot chase,lie,8
foot chase,london england,37
foot chase,looking at oneself in a mirror,33
foot chase,love,21
foot chase,machine gun,59
foot chase,male female relationship,10
foot chase,male frontal nudity,8
foot chase,male nudity,23
foot chase,male protagonist,13
foot chase,male pubic hair,7
foot chase,male rear nudity,17
foot chase,man wears eyeglasses,20
foot chase,marriage,5
foot chase,memory,12
foot chase,mirror,11
foot chase,money,26
foot chase,montage,27
foot chase,mother daughter relationship,20
foot chase,mother son relationship,21
foot chase,motorcycle,29
foot chase,murder,113
foot chase,nightclub,24
foot chase,nightmare,16
foot chase,no opening credits,33
foot chase,nudity,16
foot chase,nurse,19
foot chase,old man,12
foot chase,one word title,48
foot chase,paranoia,34
foot chase,paris france,24
foot chase,party,24
foot chase,photograph,50
foot chase,photographer,10
foot chase,pistol,83
foot chase,police,57
foot chase,police officer,44
foot chase,pregnancy,15
foot chase,priest,11
foot chase,prison,15
foot chase,prologue,17
foot chase,prostitute,18
foot chase,psychopath,34
foot chase,psychotronic film,45
foot chase,pubic hair,12
foot chase,punched in the face,64
foot chase,race against time,42
foot chase,rain,27
foot chase,rape,18
foot chase,rescue,55
foot chase,restaurant,28
foot chase,revenge,51
foot chase,rifle,23
foot chase,secret,12
foot chase,sequel,28
foot chase,sex,14
foot chase,sex scene,17
foot chase,shooting,24
foot chase,shootout,63
foot chase,shot in the back,49
foot chase,shot in the chest,68
foot chase,shot in the head,53
foot chase,shot to death,85
foot chase,shotgun,41
foot chase,shower,18
foot chase,singer,9
foot chase,singing,12
foot chase,slapped in the face,28
foot chase,slow motion scene,61
foot chase,snow,18
foot chase,soldier,30
foot chase,song,7
foot chase,stabbed to death,34
foot chase,stabbing,27
foot chase,strangulation,28
foot chase,subjective camera,31
foot chase,suicide,25
foot chase,supernatural power,18
foot chase,surprise ending,71
foot chase,surrealism,18
foot chase,survival,27
foot chase,suspense,38
foot chase,tattoo,31
foot chase,taxi,27
foot chase,teenage boy,15
foot chase,teenage girl,21
foot chase,telephone call,36
foot chase,theft,22
foot chase,title spoken by character,45
foot chase,torture,33
foot chase,train,27
foot chase,two word title,21
foot chase,underwater scene,27
foot chase,undressing,10
foot chase,violence,84
foot chase,voice over narration,19
foot chase,vomiting,28
foot chase,watching tv,27
foot chase,woods,20
foot chase,written by director,19
foot chase,young,17
forest,france,12
forest,friend,31
forest,friendship,53
forest,funeral,20
forest,girl,34
forest,gore,45
forest,gun,46
forest,hallucination,31
forest,held at gunpoint,34
forest,helicopter,21
forest,horse,44
forest,hospital,31
forest,hostage,36
forest,hotel,27
forest,husband wife relationship,64
forest,independent film,50
forest,infidelity,15
forest,investigation,31
forest,jealousy,16
forest,kidnapping,43
forest,kiss,57
forest,knife,64
forest,knocked unconscious,25
forest,letter,27
forest,lie,24
forest,london england,30
forest,looking at oneself in a mirror,42
forest,love,33
forest,machine gun,37
forest,male female relationship,22
forest,male frontal nudity,14
forest,male nudity,33
forest,male protagonist,29
forest,male pubic hair,12
forest,male rear nudity,24
forest,man wears eyeglasses,36
forest,marriage,15
forest,memory,23
forest,mirror,47
forest,money,21
forest,montage,25
forest,mother daughter relationship,36
forest,mother son relationship,47
forest,motorcycle,22
forest,murder,101
forest,nightclub,9
forest,nightmare,34
forest,no opening credits,35
forest,nudity,35
forest,nurse,11
forest,old man,27
forest,one word title,39
forest,paranoia,36
forest,paris france,10
forest,party,25
forest,photograph,61
forest,photographer,20
forest,pistol,54
forest,police,30
forest,police officer,34
forest,pregnancy,18
forest,priest,16
forest,prison,14
forest,prologue,37
forest,prostitute,13
forest,psychopath,17
forest,psychotronic film,51
forest,pubic hair,18
forest,punched in the face,41
forest,race against time,30
forest,rain,40
forest,rape,14
forest,rescue,51
forest,restaurant,17
forest,revenge,48
forest,rifle,51
forest,secret,31
forest,sequel,13
forest,sex,16
forest,sex scene,24
forest,shooting,25
forest,shootout,33
forest,shot in the back,41
forest,shot in the chest,45
forest,shot in the head,45
forest,shot to death,54
forest,shotgun,32
forest,shower,14
forest,singer,20
forest,singing,28
forest,slapped in the face,29
forest,slow motion scene,59
forest,snow,44
forest,soldier,32
forest,song,9
forest,stabbed to death,29
forest,stabbing,33
forest,strangulation,26
forest,subjective camera,31
forest,suicide,29
forest,supernatural power,30
forest,surprise ending,54
forest,surrealism,42
forest,survival,35
forest,suspense,40
forest,tattoo,21
forest,taxi,21
forest,teenage boy,20
forest,teenage girl,29
forest,telephone call,36
forest,theft,18
forest,title spoken by character,56
forest,torture,36
forest,train,34
forest,two word title,19
forest,underwater scene,30
forest,undressing,21
forest,violence,77
forest,voice over narration,42
forest,vomiting,33
forest,watching tv,24
forest,woods,96
forest,written by director,20
forest,young,12
france,friend,17
france,friendship,33
france,funeral,16
france,girl,10
france,gore,12
france,gun,31
france,hallucination,8
france,held at gunpoint,24
france,helicopter,7
france,horse,18
france,hospital,21
france,hostage,19
france,hotel,27
france,husband wife relationship,44
france,independent film,18
france,infidelity,18
france,investigation,15
france,jealousy,21
france,kidnapping,19
france,kiss,44
france,knife,24
france,knocked unconscious,15
france,letter,34
france,lie,17
france,london england,20
france,looking at oneself in a mirror,11
france,love,33
france,machine gun,17
france,male female relationship,21
france,male frontal nudity,11
france,male nudity,26
france,male protagonist,14
france,male pubic hair,10
france,male rear nudity,12
france,man wears eyeglasses,12
france,marriage,25
france,memory,21
france,mirror,22
france,money,21
france,montage,20
france,mother daughter relationship,28
france,mother son relationship,32
france,motorcycle,15
france,murder,61
france,nightclub,23
france,nightmare,12
france,no opening credits,18
france,nudity,36
france,nurse,18
france,old man,11
france,one word title,26
france,paranoia,11
france,paris france,89
france,party,19
france,photograph,37
france,photographer,9
france,pistol,29
france,police,29
france,police officer,22
france,pregnancy,17
france,priest,23
france,prison,19
france,prologue,14
france,prostitute,23
france,psychopath,6
france,psychotronic film,12
france,pubic hair,11
france,punched in the face,19
france,race against time,16
france,rain,28
france,rape,7
france,rescue,18
france,restaurant,24
france,revenge,24
france,rifle,19
france,secret,17
france,sequel,15
france,sex,22
france,sex scene,30
france,shooting,16
france,shootout,27
france,shot in the back,19
france,shot in the chest,19
france,shot in the head,13
france,shot to death,27
france,shotgun,10
france,shower,14
france,singer,17
france,singing,21
france,slapped in the face,22
france,slow motion scene,31
france,snow,16
france,soldier,22
france,song,13
france,stabbed to death,8
france,stabbing,11
france,strangulation,11
france,subjective camera,22
france,suicide,27
france,supernatural power,8
france,surprise ending,24
france,surrealism,16
france,survival,10
france,suspense,13
france,tattoo,14
france,taxi,13
france,teenage boy,16
france,teenage girl,10
france,telephone call,39
france,theft,22
france,title spoken by character,40
france,torture,18
france,train,29
france,two word title,15
france,underwater scene,15
france,undressing,16
france,violence,43
france,voice over narration,22
france,vomiting,15
france,watching tv,21
france,woods,10
france,written by director,12
france,young,12
friend,friendship,188
friend,funeral,29
friend,girl,59
friend,gore,27
friend,gun,56
friend,hallucination,33
friend,held at gunpoint,13
friend,helicopter,15
friend,horse,27
friend,hospital,61
friend,hostage,23
friend,hotel,39
friend,husband wife relationship,115
friend,independent film,36
friend,infidelity,39
friend,investigation,33
friend,jealousy,61
friend,kidnapping,44
friend,kiss,119
friend,knife,55
friend,knocked unconscious,13
friend,letter,51
friend,lie,58
friend,london england,42
friend,looking at oneself in a mirror,52
friend,love,65
friend,machine gun,19
friend,male female relationship,53
friend,male frontal nudity,19
friend,male nudity,59
friend,male protagonist,21
friend,male pubic hair,19
friend,male rear nudity,35
friend,man wears eyeglasses,34
friend,marriage,54
friend,memory,35
friend,mirror,62
friend,money,62
friend,montage,33
friend,mother daughter relationship,68
friend,mother son relationship,103
friend,motorcycle,21
friend,murder,92
friend,nightclub,26
friend,nightmare,28
friend,no opening credits,27
friend,nudity,52
friend,nurse,31
friend,old man,46
friend,one word title,48
friend,paranoia,38
friend,paris france,18
friend,party,62
friend,photograph,97
friend,photographer,42
friend,pistol,25
friend,police,58
friend,police officer,36
friend,pregnancy,35
friend,priest,27
friend,prison,19
friend,prologue,42
friend,prostitute,27
friend,psychopath,31
friend,psychotronic film,37
friend,pubic hair,23
friend,punched in the face,34
friend,race against time,15
friend,rain,65
friend,rape,20
friend,rescue,38
friend,restaurant,60
friend,revenge,51
friend,rifle,36
friend,secret,44
friend,sequel,9
friend,sex,58
friend,sex scene,50
friend,shooting,50
friend,shootout,20
friend,shot in the back,18
friend,shot in the chest,26
friend,shot in the head,16
friend,shot to death,37
friend,shotgun,19
friend,shower,21
friend,singer,61
friend,singing,80
friend,slapped in the face,40
friend,slow motion scene,54
friend,snow,48
friend,soldier,18
friend,song,59
friend,stabbed to death,25
friend,stabbing,36
friend,strangulation,19
friend,subjective camera,36
friend,suicide,46
friend,supernatural power,16
friend,surprise ending,30
friend,surrealism,24
friend,survival,32
friend,suspense,28
friend,tattoo,16
friend,taxi,37
friend,teenage boy,38
friend,teenage girl,38
friend,telephone call,94
friend,theft,40
friend,title spoken by character,62
friend,torture,35
friend,train,55
friend,two word title,30
friend,underwater scene,25
friend,undressing,46
friend,violence,87
friend,voice over narration,49
friend,vomiting,40
friend,watching tv,56
friend,woods,27
friend,written by director,24
friend,young,19
friendship,funeral,55
friendship,girl,60
friendship,gore,45
friendship,gun,79
friendship,hallucination,45
friendship,held at gunpoint,41
friendship,helicopter,25
friendship,horse,46
friendship,hospital,93
friendship,hostage,42
friendship,hotel,57
friendship,husband wife relationship,152
friendship,independent film,72
friendship,infidelity,51
friendship,investigation,47
friendship,jealousy,71
friendship,kidnapping,68
friendship,kiss,140
friendship,knife,78
friendship,knocked unconscious,27
friendship,letter,71
friendship,lie,65
friendship,london england,66
friendship,looking at oneself in a mirror,58
friendship,love,89
friendship,machine gun,42
friendship,male female relationship,63
friendship,male frontal nudity,32
friendship,male nudity,73
friendship,male protagonist,47
friendship,male pubic hair,32
friendship,male rear nudity,52
friendship,man wears eyeglasses,47
friendship,marriage,67
friendship,memory,47
friendship,mirror,77
friendship,money,81
friendship,montage,56
friendship,mother daughter relationship,97
friendship,mother son relationship,138
friendship,motorcycle,35
friendship,murder,137
friendship,nightclub,44
friendship,nightmare,43
friendship,no opening credits,47
friendship,nudity,62
friendship,nurse,39
friendship,old man,56
friendship,one word title,70
friendship,paranoia,54
friendship,paris france,29
friendship,party,88
friendship,photograph,123
friendship,photographer,47
friendship,pistol,58
friendship,police,82
friendship,police officer,57
friendship,pregnancy,45
friendship,priest,38
friendship,prison,34
friendship,prologue,57
friendship,prostitute,43
friendship,psychopath,38
friendship,psychotronic film,56
friendship,pubic hair,37
friendship,punched in the face,59
friendship,race against time,26
friendship,rain,83
friendship,rape,30
friendship,rescue,70
friendship,restaurant,76
friendship,revenge,88
friendship,rifle,60
friendship,secret,59
friendship,sequel,25
friendship,sex,74
friendship,sex scene,81
friendship,shooting,44
friendship,shootout,45
friendship,shot in the back,37
friendship,shot in the chest,53
friendship,shot in the head,45
friendship,shot to death,61
friendship,shotgun,36
friendship,shower,38
friendship,singer,78
friendship,singing,100
friendship,slapped in the face,51
friendship,slow motion scene,82
friendship,snow,61
friendship,soldier,36
friendship,song,72
friendship,stabbed to death,31
friendship,stabbing,40
friendship,strangulation,28
friendship,subjective camera,55
friendship,suicide,61
friendship,supernatural power,25
friendship,surprise ending,59
friendship,surrealism,39
friendship,survival,38
friendship,suspense,49
friendship,tattoo,33
friendship,taxi,46
friendship,teenage boy,59
friendship,teenage girl,56
friendship,telephone call,106
friendship,theft,51
friendship,title spoken by character,90
friendship,torture,56
friendship,train,68
friendship,two word title,41
friendship,underwater scene,42
friendship,undressing,53
friendship,violence,127
friendship,voice over narration,67
friendship,vomiting,60
friendship,watching tv,68
friendship,woods,38
friendship,written by director,29
friendship,young,28
funeral,girl,19
funeral,gore,21
funeral,gun,31
funeral,hallucination,17
funeral,held at gunpoint,21
funeral,helicopter,14
funeral,horse,23
funeral,hospital,35
funeral,hostage,16
funeral,hotel,26
funeral,husband wife relationship,76
funeral,independent film,34
funeral,infidelity,24
funeral,investigation,20
funeral,jealousy,34
funeral,kidnapping,27
funeral,kiss,69
funeral,knife,39
funeral,knocked unconscious,16
funeral,letter,31
funeral,lie,27
funeral,london england,41
funeral,looking at oneself in a mirror,21
funeral,love,30
funeral,machine gun,20
funeral,male female relationship,32
funeral,male frontal nudity,10
funeral,male nudity,32
funeral,male protagonist,19
funeral,male pubic hair,17
funeral,male rear nudity,21
funeral,man wears eyeglasses,20
funeral,marriage,34
funeral,memory,24
funeral,mirror,23
funeral,money,24
funeral,montage,23
funeral,mother daughter relationship,49
funeral,mother son relationship,61
funeral,motorcycle,20
funeral,murder,96
funeral,nightclub,18
funeral,nightmare,13
funeral,no opening credits,18
funeral,nudity,27
funeral,nurse,14
funeral,old man,24
funeral,one word title,36
funeral,paranoia,11
funeral,paris france,12
funeral,party,36
funeral,photograph,46
funeral,photographer,19
funeral,pistol,39
funeral,police,44
funeral,police officer,27
funeral,pregnancy,31
funeral,priest,37
funeral,prison,25
funeral,prologue,23
funeral,prostitute,28
funeral,psychopath,15
funeral,psychotronic film,35
funeral,pubic hair,16
funeral,punched in the face,33
funeral,race against time,15
funeral,rain,31
funeral,rape,23
funeral,rescue,20
funeral,restaurant,32
funeral,revenge,44
funeral,rifle,29
funeral,secret,24
funeral,sequel,14
funeral,sex,29
funeral,sex scene,45
funeral,shooting,20
funeral,shootout,26
funeral,shot in the back,22
funeral,shot in the chest,25
funeral,shot in the head,22
funeral,shot to death,35
funeral,shotgun,24
funeral,shower,12
funeral,singer,29
funeral,singing,36
funeral,slapped in the face,34
funeral,slow motion scene,28
funeral,snow,23
funeral,soldier,24
funeral,song,23
funeral,stabbed to death,20
funeral,stabbing,25
funeral,strangulation,15
funeral,subjective camera,19
funeral,suicide,38
funeral,supernatural power,13
funeral,surprise ending,34
funeral,surrealism,18
funeral,survival,10
funeral,suspense,17
funeral,tattoo,19
funeral,taxi,26
funeral,teenage boy,20
funeral,teenage girl,21
funeral,telephone call,42
funeral,theft,23
funeral,title spoken by character,46
funeral,torture,32
funeral,train,30
funeral,two word title,25
funeral,underwater scene,15
funeral,undressing,25
funeral,violence,53
funeral,voice over narration,33
funeral,vomiting,25
funeral,watching tv,28
funeral,woods,18
funeral,written by director,9
funeral,young,11
girl,gore,28
girl,gun,37
girl,hallucination,26
girl,held at gunpoint,10
girl,helicopter,9
girl,horse,31
girl,hospital,32
girl,hostage,13
girl,hotel,24
girl,husband wife relationship,74
girl,independent film,40
girl,infidelity,16
girl,investigation,20
girl,jealousy,31
girl,kidnapping,24
girl,kiss,69
girl,knife,40
girl,knocked unconscious,9
girl,letter,29
girl,lie,27
girl,london england,18
girl,looking at oneself in a mirror,29
girl,love,49
girl,machine gun,13
girl,male female relationship,31
girl,male frontal nudity,12
girl,male nudity,28
girl,male protagonist,16
girl,male pubic hair,13
girl,male rear nudity,24
girl,man wears eyeglasses,21
girl,marriage,30
girl,memory,16
girl,mirror,40
girl,money,30
girl,montage,20
girl,mother daughter relationship,71
girl,mother son relationship,60
girl,motorcycle,16
girl,murder,74
girl,nightclub,12
girl,nightmare,23
girl,no opening credits,20
girl,nudity,39
girl,nurse,17
girl,old man,25
girl,one word title,34
girl,paranoia,20
girl,paris france,14
girl,party,36
girl,photograph,56
girl,photographer,13
girl,pistol,17
girl,police,35
girl,police officer,24
girl,pregnancy,22
girl,priest,21
girl,prison,15
girl,prologue,27
girl,prostitute,18
girl,psychopath,12
girl,psychotronic film,36
girl,pubic hair,15
girl,punched in the face,24
girl,race against time,8
girl,rain,50
girl,rape,10
girl,rescue,25
girl,restaurant,31
girl,revenge,30
girl,rifle,27
girl,secret,20
girl,sequel,6
girl,sex,34
girl,sex scene,30
girl,shooting,32
girl,shootout,16
girl,shot in the back,14
girl,shot in the chest,14
girl,shot in the head,21
girl,shot to death,24
girl,shotgun,8
girl,shower,9
girl,singer,43
girl,singing,45
girl,slapped in the face,38
girl,slow motion scene,36
girl,snow,23
girl,soldier,16
girl,song,36
girl,stabbed to death,17
girl,stabbing,23
girl,strangulation,17
girl,subjective camera,25
girl,suicide,24
girl,supernatural power,21
girl,surprise ending,26
girl,surrealism,29
girl,survival,16
girl,suspense,17
girl,tattoo,13
girl,taxi,16
girl,teenage boy,22
girl,teenage girl,41
girl,telephone call,52
girl,theft,26
girl,title spoken by character,35
girl,torture,16
girl,train,38
girl,two word title,29
girl,underwater scene,15
girl,undressing,19
girl,violence,61
girl,voice over narration,40
girl,vomiting,28
girl,watching tv,33
girl,woods,28
girl,written by director,18
girl,young,21
gore,gun,72
gore,hallucination,42
gore,held at gunpoint,56
gore,helicopter,36
gore,horse,24
gore,hospital,52
gore,hostage,50
gore,hotel,26
gore,husband wife relationship,62
gore,independent film,78
gore,infidelity,8
gore,investigation,46
gore,jealousy,21
gore,kidnapping,66
gore,kiss,48
gore,knife,91
gore,knocked unconscious,47
gore,letter,18
gore,lie,18
gore,london england,24
gore,looking at oneself in a mirror,39
gore,love,30
gore,machine gun,43
gore,male female relationship,16
gore,male frontal nudity,26
gore,male nudity,46
gore,male protagonist,17
gore,male pubic hair,22
gore,male rear nudity,37
gore,man wears eyeglasses,30
gore,marriage,17
gore,memory,11
gore,mirror,34
gore,money,24
gore,montage,32
gore,mother daughter relationship,32
gore,mother son relationship,42
gore,motorcycle,20
gore,murder,169
gore,nightclub,15
gore,nightmare,43
gore,no opening credits,23
gore,nudity,60
gore,nurse,24
gore,old man,28
gore,one word title,54
gore,paranoia,48
gore,paris france,11
gore,party,27
gore,photograph,55
gore,photographer,17
gore,pistol,67
gore,police,50
gore,police officer,53
gore,pregnancy,25
gore,priest,21
gore,prison,16
gore,prologue,29
gore,prostitute,27
gore,psychopath,58
gore,psychotronic film,85
gore,pubic hair,31
gore,punched in the face,53
gore,race against time,33
gore,rain,43
gore,rape,41
gore,rescue,47
gore,restaurant,21
gore,revenge,69
gore,rifle,32
gore,secret,20
gore,sequel,25
gore,sex,51
gore,sex scene,64
gore,shooting,40
gore,shootout,47
gore,shot in the back,56
gore,shot in the chest,75
gore,shot in the head,75
gore,shot to death,93
gore,shotgun,51
gore,shower,34
gore,singer,13
gore,singing,20
gore,slapped in the face,44
gore,slow motion scene,80
gore,snow,28
gore,soldier,26
gore,song,11
gore,stabbed to death,63
gore,stabbing,61
gore,strangulation,49
gore,subjective camera,46
gore,suicide,47
gore,supernatural power,51
gore,surprise ending,84
gore,surrealism,44
gore,survival,42
gore,suspense,54
gore,tattoo,31
gore,taxi,17
gore,teenage boy,19
gore,teenage girl,33
gore,telephone call,53
gore,theft,11
gore,title spoken by character,59
gore,torture,71
gore,train,15
gore,two word title,29
gore,underwater scene,22
gore,undressing,16
gore,violence,167
gore,voice over narration,36
gore,vomiting,53
gore,watching tv,28
gore,woods,27
gore,written by director,30
gore,young,15
gun,hallucination,32
gun,held at gunpoint,90
gun,helicopter,53
gun,horse,46
gun,hospital,74
gun,hostage,76
gun,hotel,63
gun,husband wife relationship,109
gun,independent film,79
gun,infidelity,26
gun,investigation,62
gun,jealousy,38
gun,kidnapping,84
gun,kiss,114
gun,knife,111
gun,knocked unconscious,56
gun,letter,33
gun,lie,43
gun,london england,45
gun,looking at oneself in a mirror,49
gun,love,70
gun,machine gun,81
gun,male female relationship,44
gun,male frontal nudity,23
gun,male nudity,61
gun,male protagonist,34
gun,male pubic hair,25
gun,male rear nudity,34
gun,man wears eyeglasses,44
gun,marriage,26
gun,memory,37
gun,mirror,63
gun,money,73
gun,montage,61
gun,mother daughter relationship,56
gun,mother son relationship,65
gun,motorcycle,42
gun,murder,203
gun,nightclub,44
gun,nightmare,33
gun,no opening credits,43
gun,nudity,58
gun,nurse,31
gun,old man,40
gun,one word title,59
gun,paranoia,62
gun,paris france,30
gun,party,36
gun,photograph,106
gun,photographer,39
gun,pistol,129
gun,police,96
gun,police officer,81
gun,pregnancy,25
gun,priest,37
gun,prison,37
gun,prologue,43
gun,prostitute,45
gun,psychopath,50
gun,psychotronic film,57
gun,pubic hair,30
gun,punched in the face,85
gun,race against time,48
gun,rain,73
gun,rape,33
gun,rescue,66
gun,restaurant,51
gun,revenge,93
gun,rifle,80
gun,secret,34
gun,sequel,31
gun,sex,50
gun,sex scene,64
gun,shooting,93
gun,shootout,96
gun,shot in the back,78
gun,shot in the chest,99
gun,shot in the head,96
gun,shot to death,127
gun,shotgun,70
gun,shower,41
gun,singer,53
gun,singing,57
gun,slapped in the face,59
gun,slow motion scene,92
gun,snow,51
gun,soldier,52
gun,song,40
gun,stabbed to death,34
gun,stabbing,51
gun,strangulation,47
gun,subjective camera,69
gun,suicide,65
gun,supernatural power,25
gun,surprise ending,96
gun,surrealism,38
gun,survival,41
gun,suspense,65
gun,tattoo,45
gun,taxi,48
gun,teenage boy,26
gun,teenage girl,40
gun,telephone call,99
gun,theft,49
gun,title spoken by character,90
gun,torture,72
gun,train,64
gun,two word title,46
gun,underwater scene,32
gun,undressing,33
gun,violence,176
gun,voice over narration,56
gun,vomiting,55
gun,watching tv,55
gun,woods,34
gun,written by director,42
gun,young,14
hallucination,held at gunpoint,23
hallucination,helicopter,15
hallucination,horse,20
hallucination,hospital,29
hallucination,hostage,19
hallucination,hotel,26
hallucination,husband wife relationship,59
