num_movies,avg_rating,rating_std,rating_trend,last_rating,year_gap,franchise_age,rating_range,recent_trend,avg_budget,avg_revenue,profitability,target
1,7.9,0.0,0.0,7.9,0.0,0.0,0.0,0.0,11000000.0,104931801.0,93931801.0,7.7
2,7.800000000000001,0.10000000000000009,-0.20000000000000195,7.7,7.0,7.0,0.20000000000000018,-0.20000000000000018,14750000.0,144124128.0,129374128.0,6.2
3,7.266666666666667,0.758653778449403,-0.8499999999999991,6.2,6.0,13.0,1.7000000000000002,-1.5,26500000.0,149340600.33333334,122840600.33333334,5.9
1,7.1,0.0,0.0,7.1,0.0,0.0,0.0,0.0,59000000.0,383257136.0,324257136.0,6.5
2,6.8,0.2999999999999998,-0.6000000000000005,6.5,4.0,4.0,0.5999999999999996,-0.5999999999999996,69500000.0,522098958.0,452598958.0,6.5
3,6.7,0.28284271247461884,-0.2999999999999999,6.5,3.0,7.0,0.5999999999999996,0.0,76333333.33333333,643628244.3333334,567294911.0,6.2
4,6.575,0.32691742076555036,-0.27000000000000096,6.2,3.0,10.0,0.8999999999999995,-0.2999999999999998,81000000.0,702032378.75,621032378.75,5.6
1,6.9,0.0,0.0,6.9,0.0,0.0,0.0,0.0,55000000.0,300218018.0,245218018.0,6.5
2,6.7,0.20000000000000018,-0.40000000000000124,6.5,2.0,2.0,0.40000000000000036,-0.40000000000000036,54500000.0,245338362.0,190838362.0,5.3
3,6.233333333333333,0.6798692684790382,-0.8000000000000005,5.3,3.0,5.0,1.6000000000000005,-1.2000000000000002,49333333.333333336,188842449.33333334,139509116.0,4.1
4,5.699999999999999,1.0954451150103326,-0.9600000000000013,4.1,4.0,9.0,2.8000000000000007,-1.2000000000000002,41250000.0,146456837.0,105206837.0,5.4
1,6.9,0.0,0.0,6.9,0.0,0.0,0.0,0.0,8000000.0,90815558.0,82815558.0,5.9
2,6.4,0.5,-0.9999999999999991,5.9,2.0,2.0,1.0,-1.0,4000056.5,102959768.5,98959712.0,4.8
1,7.2,0.0,0.0,7.2,0.0,0.0,0.0,0.0,1800000.0,25504513.0,23704513.0,5.7
2,6.45,0.75,-1.5,5.7,1.0,1.0,1.5,-1.5,2400000.0,27751863.0,25351863.0,6.5
3,6.466666666666666,0.6128258770283411,-0.3500000000000006,6.5,2.0,3.0,1.5,0.7999999999999998,3266666.6666666665,33432316.0,30165649.333333332,5.8
4,6.3,0.6041522986797286,-0.34000000000000147,5.8,1.0,4.0,1.5,-0.7000000000000002,4200000.0,43199237.0,38999237.0,5.5
5,6.14,0.6280127387243033,-0.33000000000000024,5.5,1.0,5.0,1.7000000000000002,-0.2999999999999998,4960000.0,38993061.4,34033061.4,5.1
6,5.966666666666666,0.6920179830675567,-0.3371428571428568,5.1,2.0,7.0,2.1000000000000005,-0.40000000000000036,5966666.666666667,38306223.333333336,32339556.666666668,6.4
7,6.028571428571428,0.6583839212458809,-0.16428571428571412,6.4,3.0,10.0,2.1000000000000005,1.3000000000000007,7114285.714285715,35418217.28571428,28303931.571428567,5.5
1,6.6,0.0,0.0,6.6,0.0,0.0,0.0,0.0,150000000.0,709709780.0,559709780.0,6.0
2,6.3,0.2999999999999998,-0.5999999999999996,6.0,2.0,2.0,0.5999999999999996,-0.5999999999999996,150000000.0,773003504.0,623003504.0,6.1
3,6.233333333333333,0.26246692913372693,-0.25000000000000006,6.1,2.0,4.0,0.5999999999999996,0.09999999999999964,165000000.0,889918001.3333334,724918001.3333334,5.8
4,6.125,0.2947456530637898,-0.23000000000000068,5.8,3.0,7.0,0.7999999999999998,-0.2999999999999998,176250000.0,940289775.25,764039775.25,6.2
1,6.4,0.0,0.0,6.4,0.0,0.0,0.0,0.0,23000000.0,53302314.0,30302314.0,5.9
2,6.15,0.25,-0.5000000000000009,5.9,3.0,3.0,0.5,-0.5,24500000.0,71864359.5,47364359.5,5.8
3,6.033333333333334,0.2624669291337272,-0.3000000000000007,5.8,3.0,6.0,0.6000000000000005,-0.10000000000000053,24666666.666666668,87149292.33333333,62482625.66666666,5.4
4,5.875,0.3561951712193752,-0.3100000000000005,5.4,3.0,9.0,1.0,-0.39999999999999947,28500000.0,111903754.0,83403754.0,5.9
1,6.9,0.0,0.0,6.9,0.0,0.0,0.0,0.0,1000000.0,14564027.0,13564027.0,6.3
2,6.6,0.30000000000000027,-0.6000000000000005,6.3,1.0,1.0,0.6000000000000005,-0.6000000000000005,2000000.0,13327381.0,11327381.0,5.3
3,6.166666666666667,0.6599663291074446,-0.8000000000000013,5.3,4.0,5.0,1.6000000000000005,-1.0,3000000.0,13063241.0,10063241.0,4.9
1,6.6,0.0,0.0,6.6,0.0,0.0,0.0,0.0,25000000.0,281929795.0,256929795.0,6.1
2,6.35,0.25,-0.5000000000000009,6.1,3.0,3.0,0.5,-0.5,37500000.0,161066407.5,123566407.5,6.3
1,6.6,0.0,0.0,6.6,0.0,0.0,0.0,0.0,400000.0,100000000.0,99600000.0,7.3
2,6.949999999999999,0.3500000000000001,0.6999999999999984,7.3,2.0,2.0,0.7000000000000002,0.7000000000000002,1200000.0,62300416.0,61100416.0,5.9
3,6.599999999999999,0.5715476066494081,-0.3499999999999986,5.9,4.0,6.0,1.3999999999999995,-1.3999999999999995,4901841.0,53610350.333333336,48708509.333333336,7.3
1,6.6,0.0,0.0,6.6,0.0,0.0,0.0,0.0,38000000.0,207283925.0,169283925.0,6.2
